Tiêu đề,Giá,Diện tích,Vị trí,Ngày đăng,Danh sách đường dẫn
Cho thuê căn hộ Hoàng Huy Grand Tower full nội thất siêu đẹp chỉ 13tr/m2.LH:0784 158 999,"
13 Triệu/tháng","
66 m²","
Hồng Bàng - Hải Phòng",26/06/2023,['https://img.dothi.net/crop/170x115/2023/06/26/20230626092956-3071_wm.jpg']
"Cho thuê căn hộ An Gia Riverside, Quận 7 (75m2 giá 9 Triệu)Giá thấp nhất thị trường","
9 Triệu/tháng","
75 m²","
Quận 7 - Hồ Chí Minh",26/06/2023,['https://img.dothi.net/crop/170x115/2023/06/26/20230626092709-0944_wm.jpg']
"Cho thuê nhà 215A-215B Hai Bà Trưng, Q.3 - DT 7.3x24m, 1 trệt 2 lầu","
322 Triệu/tháng","
528 m²","
Quận 3 - Hồ Chí Minh",26/06/2023,['https://img.dothi.net/crop/170x115/2023/06/02/20230602091322-a126_wm.jpg']
"Q2 Thảo Điền cho thuê căn hộ tháp T1 đầy đủ nội thất sang trọng 3PN, 113m2","
58.7 Triệu/tháng","
113 m²","
Quận 2 - Hồ Chí Minh",26/06/2023,['https://img.dothi.net/crop/170x115/2023/05/30/20230530085538-fdba_wm.jpg']
"Cho thuê nhà 404A CMT8, Q. 3 - DTSD ~ 800m2, 6 tầng","
150 Triệu/tháng","
162 m²","
Quận 3 - Hồ Chí Minh",26/06/2023,['https://img.dothi.net/crop/170x115/2023/04/05/20230405080820-6231_wm.jpg']
"Cho thuê nhà 84E - 84D Hòa Bình, Quận 11. DT 10x14m, trệt 4 lầu TM ST","
125 Triệu/tháng","
140 m²","
Quận 11 - Hồ Chí Minh",26/06/2023,['https://img.dothi.net/crop/170x115/2022/11/24/20221124081506-d54b_wm.jpg']
"Cho thuê nhà 72b Lê Lợi, Quận 1. DT: 4x15.5m, trệt lửng 3 lầu ST","
Thỏa thuận","
248 m²","
Quận 1 - Hồ Chí Minh",26/06/2023,['https://img.dothi.net/crop/170x115/2023/06/23/20230623090215-cbf9_wm.jpg']
"Cho thuê nhà 84 Nguyễn Thái Học, Quận 1, đối diện trường học","
95 Triệu/tháng","
84.5 m²","
Quận 1 - Hồ Chí Minh",26/06/2023,"['https://img.dothi.net/crop/170x115/2022/11/26/20221126095148-45ba_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/11/26/20221126095148-45ba_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/11/26/20221126095153-d6be_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/11/26/20221126095154-626d_wm.jpg']"
"Cho thuê nhà 301 Nguyễn Văn Trỗi, P. 1, Quận Tân Bình. DT: 12.5x16m","
227 Triệu/tháng","
200 m²","
Tân Bình - Hồ Chí Minh",26/06/2023,['https://img.dothi.net/crop/170x115/2021/12/02/20211202170953-3afe_wm.jpg']
"Cho thuê kho đường nguyễn chánh tâm,kdc ngân thuận","
8 Triệu/tháng","
200 m²","
Bình Thủy - Cần Thơ",26/06/2023,['/Images/no-photo170.png']
"Cho thuê nhà 58 Cao Thắng, Q. 3 - DT 4x23m, 1 trệt 4 lầu suốt","
90 Triệu/tháng","
92 m²","
Quận 3 - Hồ Chí Minh",26/06/2023,['https://img.dothi.net/crop/170x115/2023/05/19/20230519151416-1035_wm.jpg']
"CMC Tower Duy Tân, Cầu Giấy mở cho thuê sàn văn phòng hạng A 100m2-1000m2","
329 Nghìn/m²/tháng","
500 m²","
Cầu Giấy - Hà Nội",26/06/2023,['https://img.dothi.net/crop/170x115/2023/03/14/20230314114246-c9f0_wm.jpg']
"Văn phòng cho thuê tại Cầu Giấy Hà Nội, mặt đường Tôn Thất Thuyết, 150m2 giá 30 triệu/tháng","
30 Triệu/tháng","
150 m²","
Cầu Giấy - Hà Nội",26/06/2023,['https://img.dothi.net/crop/170x115/2023/05/09/20230509164343-c9c9_wm.jpg']
"Cho thuê văn phòng làm tài chính, luật, logictics... Tại Hà Nội, quận Đống Đa, mặt phố Đào Duy Anh","
Thỏa thuận","
400 m²","
Đống Đa - Hà Nội",26/06/2023,['https://img.dothi.net/crop/170x115/2023/06/15/20230615092618-f645_wm.jpg']
"Cho thuê nhà hẻm quang trung gần cầu quang trung, giá dưới 11 triệu","
9 Triệu/tháng","
50 m²","
Ninh Kiều - Cần Thơ",26/06/2023,['/Images/no-photo170.png']
"Cho thuê nhà ở kdc nam long, giá cho thuê hấp dẫn","
16 Triệu/tháng","
80 m²","
Cái Răng - Cần Thơ",26/06/2023,['/Images/no-photo170.png']
"Cho thuê nhà góc 257A3 Nguyễn Văn Lượng, Gò Vấp","
90 Triệu/tháng","
130 m²","
Gò Vấp - Hồ Chí Minh",26/06/2023,['https://img.dothi.net/crop/170x115/2022/09/24/20220924104745-188c_wm.jpg']
"Cho thuê nhà mặt tiền đường 3/2 gần ngã tư nguyễn văn linh,giá hợp lý","
32 Triệu/tháng","
150 m²","
Ninh Kiều - Cần Thơ",26/06/2023,['/Images/no-photo170.png']
"Cho thuê nhà 82 Nguyễn Thị Thập, Q.7 - DT 15x20m, 1 trệt 3 lầu TM","
300 Triệu/tháng","
1200 m²","
Quận 7 - Hồ Chí Minh",26/06/2023,['https://img.dothi.net/crop/170x115/2023/05/03/20230503142724-1e71_wm.jpg']
"Cho thuê tòa nhà 122 Cao Thắng, Quận 3. Dt: 8x18m 8 tầng thang máy","
180 Triệu/tháng","
144 m²","
Quận 3 - Hồ Chí Minh",26/06/2023,"['https://img.dothi.net/crop/170x115/2023/05/16/20230516111220-7899_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/05/16/20230516111220-7899_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/05/16/20230516111231-3e7f_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/05/16/20230516111236-9de4_wm.jpg']"
"Cho thuê nhà đường trần văn hoài, giá dưới 35 triệu","
32 Triệu/tháng","
100 m²","
Ninh Kiều - Cần Thơ",26/06/2023,['/Images/no-photo170.png']
"Cho thuê nhà mặt tiền đường lê lai, giá cho thuê dưới 16 triệu","
15 Triệu/tháng","
100 m²","
Ninh Kiều - Cần Thơ",26/06/2023,['/Images/no-photo170.png']
"Cho thuê tòa nhà 159-161 Ba Tháng Hai, Quận 10. Dt: 10x20 nở 14m, 8 tầng","
500 Triệu/tháng","
200 m²","
Quận 10 - Hồ Chí Minh",26/06/2023,['https://img.dothi.net/crop/170x115/2022/07/19/20220719170006-ba14_wm.jpg']
"* Cho thuê kho*360m2 mặt tiền DT 743, An Phú, Thuận An, Bình Dương","
27 Triệu/tháng","
360 m²","
Thuận An - Bình Dương",26/06/2023,['https://img.dothi.net/crop/170x115/2023/06/26/20230626084842-109f_wm.jpg']
"Cho thuê sàn thương mại, shop chân đế, mặt đường Lê Văn Lương quận Thanh Xuân sầm uất dt 100-2000m2","
4 Trăm nghìn/m²/tháng","
250 m²","
Thanh Xuân - Hà Nội",26/06/2023,['https://img.dothi.net/crop/170x115/2023/06/26/20230626084541-f046_wm.jpg']
"Cho thuê nhà 775 Lê Đức Thọ, Quận Gò Vấp. DT: 6x20m","
50 Triệu/tháng","
120 m²","
Gò Vấp - Hồ Chí Minh",26/06/2023,"['https://img.dothi.net/crop/170x115/2023/02/15/20230215101532-9b9c_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/02/15/20230215101532-9b9c_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/02/15/20230215101536-5645_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/02/15/20230215101539-29ac_wm.jpg']"
"Cho thuê căn hộ FLC Lê Đức Thọ Mỹ đình 2 , dt 153m2, 3 ngủ , giá 15tr/th","
15 Triệu/tháng","
153 m²","
Nam Từ Liêm - Hà Nội",26/06/2023,['https://img.dothi.net/crop/170x115/2023/06/14/20230614082935-f289_wm.jpg']
"Cho thuê thự Pháp sang trọng Q. Ba Đình tại 34 Châu Long 320m2, sân vườn thoáng, 11m mặt tiền","
Thỏa thuận","
320 m²","
Ba Đình - Hà Nội",26/06/2023,['https://img.dothi.net/crop/170x115/2023/03/27/20230327093907-3562_wm.jpg']
"Cho thuê nhà biệt thự đẹp nhất khu đô thị Linh Đàm 219m2 đất, xây 136m2x4 tầng, 2 mặt tiền (ngã tư)","
Thỏa thuận","
219 m²","
Hoàng Mai - Hà Nội",26/06/2023,['https://img.dothi.net/crop/170x115/2021/03/04/20210304063245-9741_wm.jpg']
"Cho thuê nhà mặt phố Thái Hà 60m2 x 4T, mặt tiền 5m, thông sàn, khu sầm uất thời trang, công nghệ","
Thỏa thuận","
60 m²","
Đống Đa - Hà Nội",26/06/2023,['https://img.dothi.net/crop/170x115/2021/01/26/20210126151855-cfa1_wm.jpg']
"Cho thuê nhà mặt phố 269 Chùa Bộc, Dt 170m2, mặt tiền 11m, (Đầu phố thuận chiều xe)","
Thỏa thuận","
170 m²","
Đống Đa - Hà Nội",26/06/2023,['https://img.dothi.net/crop/170x115/2022/03/30/20220330165927-32d1_wm.jpg']
"Cho thuê nhà mặt phố Nguyễn Tuân, quận Thanh Xuân 75m2 x 6 tầng, MT 5.2m, thông sàn, có thang máy","
40 Triệu/tháng","
75 m²","
Thanh Xuân - Hà Nội",26/06/2023,['https://img.dothi.net/crop/170x115/2020/10/13/20201013115212-710b_wm.jpg']
Xem nhà miễn phí 247 - cho thuê căn hộ 2 phòng ngủ full nội thất dự án Hapulico Complex,"
15 Triệu/tháng","
98 m²","
Thanh Xuân - Hà Nội",26/06/2023,"['https://img.dothi.net/crop/170x115/2021/03/05/20210305135338-aa7f_wm.jpg', 'https://img.dothi.net/crop/170x115/2021/03/05/20210305135338-aa7f_wm.jpg', 'https://img.dothi.net/crop/170x115/2021/03/05/20210305135341-41e4_wm.jpg', 'https://img.dothi.net/crop/170x115/2021/03/05/20210305135346-96af_wm.jpg']"
(Hot) cho thuê quỹ căn hộ đẹp 2 - 3 phòng ngủ vào ở ngay tại dự án Trung Yên Plaza,"
12 Triệu/tháng","
100 m²","
Cầu Giấy - Hà Nội",26/06/2023,['https://img.dothi.net/crop/170x115/2021/11/10/20211110112246-98f2_wm.jpg']
"Cho thuê đất trống*12.200m2, 3 mặt tiền trong KCN Hiệp Phước, Nhà Bè, TP HCM","
97 Triệu/tháng","
12200 m²","
Nhà Bè - Hồ Chí Minh",26/06/2023,['https://img.dothi.net/crop/170x115/2023/06/26/20230626082530-fdd9_wm.jpg']
(Hot) cho thuê căn hộ Thăng Long Yên Hòa từ 2 - 3 phòng ngủ đẹp vào ở ngay,"
11 Triệu/tháng","
85 m²","
Cầu Giấy - Hà Nội",26/06/2023,['https://img.dothi.net/crop/170x115/2021/11/10/20211110104622-be8b_wm.jpg']
"Cho thuê nhà 48-50 Nguyễn Hữu Cầu, Quận 1, kế bên chợ Tân Định","
180 Triệu/tháng","
200 m²","
Quận 1 - Hồ Chí Minh",26/06/2023,['https://img.dothi.net/crop/170x115/2022/12/26/20221226171308-5d58_wm.jpg']
Cho thuê quỹ căn hộ 2 - 3 phòng ngủ King Palace Nguyễn Trãi đẹp vào ở ngay,"
14.9 Triệu/tháng","
120 m²","
Thanh Xuân - Hà Nội",26/06/2023,['https://img.dothi.net/crop/170x115/2022/11/14/20221114101722-4104_wm.jpg']
(Nổi bật) cho thuê căn hộ 2 phòng ngủ nội thất đầy đủ dự án 24T3 Thanh Xuân Complex,"
14 Triệu/tháng","
78 m²","
Thanh Xuân - Hà Nội",26/06/2023,['https://img.dothi.net/crop/170x115/2021/05/07/20210507213603-1125_wm.jpg']
(Hot) cho thuê gấp quỹ căn hộ đẹp 2 - 3 phòng ngủ tại dự án Chelsea Park vào ở ngay,"
12 Triệu/tháng","
98 m²","
Cầu Giấy - Hà Nội",26/06/2023,['https://img.dothi.net/crop/170x115/2021/11/10/20211110142734-fd0a_wm.jpg']
"Cho thuê nhà xưởng KCN Nam Định DT 1.000m - 5hecta giá 40k/m2, sản xuất mọi ngành nghề","
40 Triệu/tháng","
1000 m²","
Nam Định - Nam Định",26/06/2023,['https://img.dothi.net/crop/170x115/2021/12/29/20211229225808-2c5a_wm.jpg']
"Cho thuê biệt thự đẹp có hồ bơi phường Phước Long, Nha Trang, Khánh Hòa DT 250m2 giá 20 Tr/th","
20 Triệu/tháng","
250 m²","
Nha Trang - Khánh Hòa",26/06/2023,['https://img.dothi.net/crop/170x115/2023/03/13/20230313083136-6dbf_wm.jpeg']
"* Cho thuê kho * 2000m2 mặt tiền Nguyễn Ảnh Thủ, P.Hiệp Thành, Quận 12","
160 Triệu/tháng","
2000 m²","
Quận 12 - Hồ Chí Minh",26/06/2023,['https://img.dothi.net/crop/170x115/2023/06/26/20230626073431-f18c_wm.jpg']
"-Cho thuê cả nhà phố Quan Hoa,Cầu Giấy,Hà Nội.dt 55m2 x 5 tầng,giá 35tr/tháng","
35 Triệu/tháng","
230 m²","
Cầu Giấy - Hà Nội",26/06/2023,['https://img.dothi.net/crop/170x115/2023/05/30/20230530004317-4922_wm.jpg']
"Cho thuê nhà mặt phố làm phòng khám, spa chuẩn VIP","
25 Triệu/tháng","
165 m²","
Long Biên - Hà Nội",25/06/2023,['https://img.dothi.net/crop/170x115/2023/05/02/20230502134153-321c_wm.jpg']
Cho thuê căn hộ chung cư Home City 70m2 căn 2pn 2wc đầy đủ nội thất sách valo đến ở,"
Thỏa thuận","
70 m²","
Cầu Giấy - Hà Nội",25/06/2023,['https://img.dothi.net/crop/170x115/2023/06/13/20230613224037-b5ad_wm.jpg']
Cho thuê nhà đẹp mặt tiền kinh doanh đường Võ Thị Sáu trung tâm Biên Hòa,"
28 Triệu/tháng","
72 m²","
Biên Hòa - Đồng Nai",25/06/2023,['https://img.dothi.net/crop/170x115/2023/04/01/20230401233753-3974_wm.jpeg']
"Cho thuê 1 trệt 2 lầu đẹp kiên cố, khu dân cư Quang Vinh, phường Quang Vinh, Biên Hòa, Đồng Nai.","
15 Triệu/tháng","
80 m²","
Biên Hòa - Đồng Nai",25/06/2023,['https://img.dothi.net/crop/170x115/2023/06/25/20230625211034-89d2_wm.jpeg']
"Cho thuê kho KCN An Đồn, Q. Sơn Trà  220m2, 60 ngh/m2/th (Gần Ngô Quyền)","
13 Triệu/tháng","
220 m²","
Sơn Trà - Đà Nẵng",25/06/2023,['https://img.dothi.net/crop/170x115/2023/06/13/20230613203625-c69e_wm.jpg']
Cho thuê căn hộ 3 phòng ngủ full nội thất chung cư C37 Bắc Hà đang trống ( Ảnh Thực Tế ),"
15 Triệu/tháng","
115 m²","
Nam Từ Liêm - Hà Nội",25/06/2023,['https://img.dothi.net/crop/170x115/2023/06/13/20230613201942-cd3d_wm.jpg']
"Cho thuê kho xưởng gần Ql1A, xã Hòa Châu, H. Hòa Vang, 400m2, 10 triệu/tháng","
10 Triệu/tháng","
400 m²","
Hòa Vang - Đà Nẵng",25/06/2023,['https://img.dothi.net/crop/170x115/2023/06/13/20230613195931-a8cc_wm.jpg']
18tr/tháng. Cho thuê mặt bằng shophouse khu chung cư Cityland Park Hills Gò Vấp.,"
18000.00 Tỷ/tháng","
63 m²","
Gò Vấp - Hồ Chí Minh",25/06/2023,['https://img.dothi.net/crop/170x115/2023/06/25/20230625195002-9da7_wm.png']
"Cho thuê kho xưởng 450m2, 10 triệu/tháng, gần QL 1A xã Hòa Phước, H. Hòa Vang","
10 Triệu/tháng","
450 m²","
Hòa Vang - Đà Nẵng",25/06/2023,['https://img.dothi.net/crop/170x115/2023/06/13/20230613193220-8e1c_wm.jpg']
"Cho thuê nhà GÓC 2MT 296 đường 3/2, Q.10 - DT 12.3x16m, 1 trệt 3 lầu","
353 Triệu/tháng","
787 m²","
Quận 10 - Hồ Chí Minh",25/06/2023,['https://img.dothi.net/crop/170x115/2023/06/01/20230601171206-86e2_wm.jpg']
"Cho thuê nhà lương định của, giá dưới 20 triệu/tháng","
18 Triệu/tháng","
100 m²","
Ninh Kiều - Cần Thơ",25/06/2023,['/Images/no-photo170.png']
"Cho thuê nguyên nhà 3,5 tầng tại ngõ 231 Văn Cao","
25 Triệu/tháng","
109 m²","
Ngô Quyền - Hải Phòng",25/06/2023,['https://img.dothi.net/crop/170x115/2023/04/12/20230412144208-4dfa_wm.jpg']
Cho thuê căn hộ 2 ngủ tầng 3 tại chung cư Hoàng Huy An Đồng.,"
5 Triệu/tháng","
47 m²","
An Dương - Hải Phòng",25/06/2023,['https://img.dothi.net/crop/170x115/2023/05/29/20230529155117-b70c_wm.jpg']
"Cho thuê nhà MT Đề Thám, Q1 - 4x20m 1trệt 1lầu không gian mở rất thoáng 50tr","
50 Triệu/tháng","
140 m²","
Quận 1 - Hồ Chí Minh",25/06/2023,['https://img.dothi.net/crop/170x115/2023/03/30/20230330181233-5645_wm.jpg']
"Cho thuê nhà 43 Tú Xương, P7, Quận 3 - 10x20m phù hợp kinh doanh không gian mở","
180 Triệu/tháng","
200 m²","
Quận 3 - Hồ Chí Minh",25/06/2023,['https://img.dothi.net/crop/170x115/2023/03/27/20230327182715-ff6d_wm.jpg']
"Cho thuê nhà 150-152 Hai Bà Trưng, Q.1 - DT 10x22m, 1 trệt 1 lầu suốt","
282 Triệu/tháng","
440 m²","
Quận 1 - Hồ Chí Minh",25/06/2023,['https://img.dothi.net/crop/170x115/2023/06/01/20230601155052-27ab_wm.jpg']
Tôi chuyển công tác nên cần cho thuê căn hộ 2 phòng ngủ chung cư tòa P02 Park Hill Times City,"
24 Triệu/tháng","
156 m²","
Hai Bà Trưng - Hà Nội",25/06/2023,['https://img.dothi.net/crop/170x115/2021/12/14/20211214102714-4311_wm.jpg']
Cho thuê nhà phố nguyên căn ĐĐNT khu dân cư 13E Intresco đối diện công viên thoáng mát,"
13 Triệu/tháng","
100 m²","
Bình Chánh - Hồ Chí Minh",25/06/2023,['https://img.dothi.net/crop/170x115/2020/09/10/20200910124044-f3e7_wm.jpg']
"Cho thuê nhà phố nguyên căn 1 trệt, 2 lầu, 3 PN KDC 13E như hình 15 tr/tháng","
15 Triệu/tháng","
100 m²","
Bình Chánh - Hồ Chí Minh",25/06/2023,['https://img.dothi.net/crop/170x115/2021/04/12/20210412091428-1ba8_wm.jpg']
"🔺 Duy Nhất 1 Căn N1 cho THUÊ 23 triệu/tháng, Biên Hoà","
23 Triệu/tháng","
250 m²","
Biên Hòa - Đồng Nai",25/06/2023,['https://img.dothi.net/crop/170x115/2023/05/30/20230530141441-c894_wm.jpeg']
Khách gửi BQL cho thuê 55 căn Mulberry Lane 1 - 5 PN giá từ 8 - 25 tr/th thuê nhanh trong tháng,"
10 Triệu/tháng","
50 m²","
Hà Đông - Hà Nội",25/06/2023,['https://img.dothi.net/crop/170x115/2022/12/16/20221216162741-74cf_wm.jpg']
Khách thuê vừa trả nhà tôi cần cho thuê 1 phòng ngủ đủ đồ tòa T8 tầng 20 Times City,"
11 Triệu/tháng","
Không xác định","
Hai Bà Trưng - Hà Nội",25/06/2023,['https://img.dothi.net/crop/170x115/2021/12/14/20211214113925-ccc7_wm.jpg']
"Cho thuê căn hộ Times City 55m2, 1 phòng ngủ, 1 nhà vệ sinh, 1 bếp và 1 phòng khách","
11 Triệu/tháng","
55 m²","
Hai Bà Trưng - Hà Nội",25/06/2023,['https://img.dothi.net/crop/170x115/2020/04/27/20200427121137-e641_wm.jpg']
"Cho thuê VP mặt phố Bà Triệu 110m2, thông sàn mới đẹp như ảnh","
28 Triệu/tháng","
110 m²","
Hai Bà Trưng - Hà Nội",25/06/2023,['/Images/no-photo170.png']
"🔺 Căn hộ Amber 3 phòng ngủ 13 triệu/tháng, Thống nhất, Biên Hoà","
13 Triệu/tháng","
107 m²","
Biên Hòa - Đồng Nai",25/06/2023,['https://img.dothi.net/crop/170x115/2023/05/30/20230530141253-f976_wm.jpeg']
"Cho thuê nhà trệt 3 lầu mặt tiền ngan 9m đường mậu thân, ninh kiều, cần thơ, nhà gần siêu thị lotte","
100 Triệu/tháng","
644 m²","
Ninh Kiều - Cần Thơ",25/06/2023,['https://img.dothi.net/crop/170x115/2023/05/29/20230529144922-4884_wm.jpg']
"Cho thuê nhà trọ, phòng trọ KDC Cát Lái Quận 2 đường rộng 12m thoáng mát mới xây","
3 Triệu/tháng","
20 m²","
Quận 2 - Hồ Chí Minh",25/06/2023,['https://img.dothi.net/crop/170x115/2023/06/25/20230625144042-ced4_wm.jpg']
"Cho thuê nhà 120 Nguyễn Đình Chiểu, Quận 1 - DT: 11x29m~638m2 (Hoàng Ty cũ)","
305 Triệu/tháng","
638 m²","
Quận 1 - Hồ Chí Minh",25/06/2023,"['https://img.dothi.net/crop/170x115/2023/03/29/20230329171907-b510_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/03/29/20230329171907-b510_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/03/29/20230329171919-8272_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/03/29/20230329171920-b4e9_wm.jpg']"
"Cho thuê nhà 293-295 Lý Tự Trọng, Quận 1. DT: 8x22m 3 lầu","
250 Triệu/tháng","
176 m²","
Quận 1 - Hồ Chí Minh",25/06/2023,"['https://img.dothi.net/crop/170x115/2022/11/19/20221119114942-43d0_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/11/19/20221119114942-43d0_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/11/19/20221119114948-a3d3_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/11/19/20221119114949-cfdc_wm.jpg']"
"Cho thuê nhà 18A Kỳ Đồng, Quận 3. DT: 14x27m 2 lầu","
Thỏa thuận","
378 m²","
Quận 3 - Hồ Chí Minh",25/06/2023,"['https://img.dothi.net/crop/170x115/2022/09/30/20220930154110-527a_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/09/30/20220930154110-527a_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/09/30/20220930154114-cf64_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/09/30/20220930154118-1845_wm.jpg']"
"Cho thuê tòa nhà MT Võ Văn Ngân, Thủ Đức ~ 2500m2","
700 Triệu/tháng","
352 m²","
Thủ Đức - Hồ Chí Minh",25/06/2023,"['https://img.dothi.net/crop/170x115/2022/09/27/20220927085628-1157_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/09/27/20220927085628-1157_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/09/27/20220927085649-d9b9_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/09/27/20220927085652-9fdc_wm.jpg']"
"Cho thuê tòa nhà 61 - 63 Bà Hom, Quận 6. Anh ngữ VUS. DT: 1500m2","
570 Triệu/tháng","
522 m²","
Quận 6 - Hồ Chí Minh",25/06/2023,"['https://img.dothi.net/crop/170x115/2022/09/23/20220923164414-3544_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/09/23/20220923164414-3544_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/09/23/20220923164415-1bc3_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/09/23/20220923164416-de1b_wm.jpg']"
"Cho thuê trung tâm thương mại số 1 Lê Hồng Phong, Vạn Giã, Vạn Ninh, Khánh Hòa, Nha Trang","
Thỏa thuận","
6537 m²","
Vạn Ninh - Khánh Hòa",25/06/2023,['https://img.dothi.net/crop/170x115/2022/01/10/20220110162343-e172_wm.jpg']
"Cho thuê nhà biệt thự Nguyễn Thị Định, Cầu Giấy, DT 200m2, 4T nổi 1 hầm, MT 10m. Giá 70tr/th","
70 Triệu/tháng","
200 m²","
Cầu Giấy - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2020/09/21/20200921160114-9a12_wm.jpg']
"Cho thuê nhà mặt phố Khuất Duy Tiến, Thanh Xuân, DT 120m2, 7 tầng, MT 7m. Giá 110tr/th","
110 Triệu/tháng","
120 m²","
Thanh Xuân - Hà Nội",04/07/2021,['/Images/no-photo170.png']
"Cho thuê căn hộ chung cư tại đường Mai Chí Thọ, Phường Giang Biên, Long Biên, Hà Nội DT 62m2","
7 Triệu/tháng","
62 m²","
Long Biên - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2020/09/30/20200930143829-c754_wm.jpg']
"Cho thuê nhà liền kề Vinhomes Hàm Nghi, Mỹ Đình. DT 95m2, 5 tầng, MT 5m, thang máy, giá 40tr/th","
40 Triệu/tháng","
95 m²","
Nam Từ Liêm - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2020/08/13/20200813112858-1497_wm.jpg']
"Cho thuê nhà trọ, phòng trọ tại The Era Town, Quận 7, Hồ Chí Minh diện tích 20m2, 3.5 tr/th","
3.5 Triệu/tháng","
20 m²","
Quận 7 - Hồ Chí Minh",04/07/2021,['https://img.dothi.net/crop/170x115/2020/04/10/20200410133449-6d5d_wm.jpg']
"Cho thuê nhà trọ, phòng trọ tại The Era Town, Quận 7, Hồ Chí Minh DT 20m2, giá 3.5 tr/th","
3.5 Triệu/tháng","
20 m²","
Quận 7 - Hồ Chí Minh",04/07/2021,['https://img.dothi.net/crop/170x115/2020/04/09/20200409142310-c144_wm.jpg']
"Cho thuê văn phòng tại căn hộ Luxcity, Quận 7, Hồ Chí Minh diện tích 45m2, giá 7 tr/th","
7 Triệu/tháng","
45 m²","
Quận 7 - Hồ Chí Minh",04/07/2021,['https://img.dothi.net/crop/170x115/2020/04/09/20200409141242-868a_wm.jpg']
"Văn phòng 35m2 - 50m2 tặng bảo hiểm PVI trị giá 125tr, giá thuê từ 6.3tr/th. LHCC 0917.531.468","
6.3 Triệu/tháng","
35 m²","
Cầu Giấy - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2019/10/31/20191031151310-3915_wm.jpg']
"Chính chủ nhờ cho thuê căn biệt thự Mễ Trì Hạ, q Nam Từ Liêm, Hà Nội","
Thỏa thuận","
158 m²","
Nam Từ Liêm - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2020/09/26/20200926094846-5c67_wm.jpg']
"0989848332 chính chủ cần cho thuê CHCC Ecolife Capitol Tố Hữu 3PN, đồ cơ bản 12tr/th","
12 Triệu/tháng","
111 m²","
Nam Từ Liêm - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2019/08/01/20190801104550-d2ac_wm.jpg']
"Cho thuê VP 30m2 - 50m2 tòa VP mới xây tại 146 Hoàng Quốc Việt, giá 5.8 triệu/th. LH: 0917.531.468","
5.8 Triệu/tháng","
30 m²","
Cầu Giấy - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2019/05/21/20190521095809-dd88_wm.jpg']
"Chính chủ cho thuê VP 35m2 - 50m2, siêu đẹp tại khu Trung Kính, Trung Hòa, Yên Hòa, LH 0917.531.468","
6.3 Triệu/tháng","
35 m²","
Cầu Giấy - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2019/05/11/20190511110924-7df4_wm.jpg']
"Chính chủ cho thuê tầng 2 3 4 5, 2 mặt tiền","
12 Triệu/tháng","
Không xác định","
Tây Hồ - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2021/06/28/20210628094351-bf49_wm.jpg']
"Cần cho thuê căn hộ Diamond Island 4PN, 167m2 view sông","
74 Triệu/tháng","
167 m²","
Quận 2 - Hồ Chí Minh",04/07/2021,['https://img.dothi.net/crop/170x115/2021/06/22/20210622094222-5cfd_wm.jpg']
Văn phòng cho thuê tại Cầu Giấy 40 - 80 - 100 - 300m2 free 3 tháng,"
8 Triệu/tháng","
40 m²","
Cầu Giấy - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2021/06/22/20210622094932-e100_wm.jpg']
"Cho thuê căn BT Dương Nội Hà Đông, DT 180m2 giá thuê 11 triệu/tháng","
11 Triệu/tháng","
180 m²","
Hà Đông - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2021/07/01/20210701095119-5f19_wm.jpg']
